;;DESTINATION;;;;;;;;;;;;;;;;;;;;;;;
9:30;Buikslotermeer;1;2;0;2;0;2;1;3;1;0;3;2;1;4;3;1;1;0;4;2;0;1;1;2
9:45;Buikslotermeer;0;1;0;4;0;0;0;3;0;0;1;2;1;3;2;1;2;0;0;3;0;1;0;1
10:00;Buikslotermeer;1;1;0;0;1;1;1;1;0;0;1;1;1;0;1;1;2;0;2;1;0;0;1;1
10:15;Buikslotermeer;1;0;0;2;1;0;1;2;0;0;0;1;0;2;1;0;2;0;0;2;1;1;0;2
10:30;Buikslotermeer;1;1;0;0;1;1;1;2;0;0;0;1;1;1;0;0;2;0;1;2;1;0;0;0
10:45;Buikslotermeer;1;1;0;2;2;0;1;0;1;0;2;0;1;1;1;2;0;0;2;1;0;0;1;0
11:00;Buikslotermeer;1;0;0;1;2;1;0;1;1;0;1;1;1;0;0;1;1;0;1;2;1;0;0;2
11:15;Buikslotermeer;1;0;0;2;0;1;0;0;0;0;0;1;2;1;1;1;0;0;1;1;0;0;0;1
11:30;Buikslotermeer;1;0;0;1;1;0;0;1;0;0;1;0;0;0;2;2;0;0;2;0;0;0;0;0
11:45;Buikslotermeer;0;1;0;1;1;0;1;1;0;0;1;1;0;2;2;1;2;0;2;1;0;1;0;1
12:00;Buikslotermeer;2;1;0;1;2;0;1;2;1;0;1;1;1;2;0;1;2;0;0;1;0;1;0;1
12:15;Buikslotermeer;1;0;0;1;1;1;0;1;1;0;3;2;2;0;1;2;1;1;1;2;1;0;1;3
12:30;Buikslotermeer;1;1;0;2;1;2;1;3;1;0;3;1;2;1;1;2;1;0;1;2;0;1;0;3
12:45;Buikslotermeer;2;1;0;4;1;1;1;1;0;0;2;2;1;3;2;2;1;0;2;3;0;1;1;2
13:00;Buikslotermeer;1;1;0;0;1;0;0;1;0;0;2;0;2;0;2;2;0;0;1;2;0;1;0;3
13:15;Buikslotermeer;1;1;0;2;1;1;1;0;1;0;1;1;1;1;0;1;2;0;2;2;0;1;1;1
13:30;Buikslotermeer;1;0;0;0;1;1;1;0;0;0;1;0;0;2;0;1;1;0;2;1;1;1;1;0
13:45;Buikslotermeer;0;0;0;2;1;1;0;1;0;0;1;1;2;2;1;1;2;0;1;0;1;0;0;0
14:00;Buikslotermeer;1;1;0;2;2;0;1;0;0;0;1;1;0;0;1;0;0;0;2;1;1;0;0;1
14:15;Buikslotermeer;0;0;0;0;2;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0;0;0;0;1
14:30;Buikslotermeer;1;0;0;1;1;1;1;1;0;0;2;0;2;2;1;0;2;0;0;2;0;0;0;1
14:45;Buikslotermeer;1;1;0;2;0;1;0;0;1;0;2;1;0;0;1;1;0;0;1;1;0;0;0;0
15:00;Buikslotermeer;0;0;0;2;1;0;1;1;0;0;2;1;1;1;1;1;1;0;2;2;0;0;0;1
15:15;Buikslotermeer;0;1;0;2;2;0;1;1;0;0;2;1;1;1;1;1;1;0;0;0;0;0;0;0
15:30;Buikslotermeer;1;0;0;2;2;0;1;2;0;0;1;0;2;0;0;0;0;0;2;1;0;0;0;1
15:45;Buikslotermeer;0;1;0;0;0;1;1;2;1;0;2;1;1;0;0;2;2;0;1;2;0;1;0;1
16:00;Buikslotermeer;2;1;1;4;5;1;1;3;0;1;3;2;3;5;1;1;0;0;0;0;0;0;1;2
16:15;Buikslotermeer;3;0;1;1;3;3;1;3;2;1;0;3;5;2;3;1;5;0;2;0;0;2;0;1
16:30;Buikslotermeer;1;0;1;8;2;3;3;1;2;0;2;3;2;2;4;3;4;1;4;1;2;0;0;6
16:45;Buikslotermeer;3;1;0;8;5;1;3;2;2;1;0;2;3;2;0;3;3;0;2;0;2;1;1;2
17:00;Buikslotermeer;0;3;1;7;1;4;3;2;0;1;5;0;1;6;4;2;3;1;5;5;0;2;0;3
17:15;Buikslotermeer;2;1;0;3;5;2;0;2;1;1;4;3;3;5;3;6;2;1;7;4;1;1;1;2
17:30;Buikslotermeer;3;1;0;7;6;0;0;3;0;1;5;3;5;2;1;2;5;1;4;4;0;0;2;7
17:45;Buikslotermeer;3;0;1;9;4;3;1;6;1;1;4;0;4;6;2;2;4;0;0;6;1;1;2;1
18:00;Buikslotermeer;2;1;0;4;1;0;1;2;1;0;5;3;1;3;1;6;6;1;6;1;2;1;1;1
18:15;Buikslotermeer;0;3;1;2;4;3;3;6;1;1;6;1;3;7;5;2;1;1;4;0;2;1;0;5
18:30;Buikslotermeer;1;1;0;3;2;3;1;4;0;1;1;1;3;3;4;2;1;0;3;1;0;0;1;4
18:45;Buikslotermeer;2;2;0;5;2;2;1;3;1;0;1;1;0;3;1;2;0;1;3;3;0;0;0;2
19:00;Buikslotermeer;2;0;0;2;2;1;1;0;1;1;1;1;2;2;2;1;2;0;2;2;0;0;1;2
19:15;Buikslotermeer;0;0;0;2;2;1;1;2;1;0;1;1;1;1;0;1;2;0;0;1;0;1;0;2
19:30;Buikslotermeer;1;1;0;1;0;1;1;1;1;0;2;1;1;0;2;2;1;0;2;2;0;1;1;1
19:45;Buikslotermeer;1;0;0;2;1;1;0;1;1;0;2;0;0;1;1;1;1;0;0;2;0;1;0;1
20:00;Buikslotermeer;1;0;0;3;2;1;0;1;0;0;2;1;1;2;1;1;1;0;1;1;1;1;1;1
20:15;Buikslotermeer;0;0;0;1;1;1;1;1;0;0;0;0;0;2;1;1;0;0;1;1;1;0;0;1
20:30;Buikslotermeer;0;0;0;2;1;0;0;1;0;0;1;0;1;1;0;0;1;0;1;2;0;0;0;0
20:45;Buikslotermeer;0;0;0;2;1;1;1;0;1;0;2;1;1;1;1;0;1;0;1;1;0;0;0;1
21:00;Buikslotermeer;1;1;0;2;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1
21:15;Buikslotermeer;0;1;0;1;1;1;1;2;0;0;1;0;1;1;0;1;0;0;1;2;0;0;0;1
21:30;Buikslotermeer;0;0;0;2;0;0;0;1;0;0;1;0;1;1;0;1;2;0;1;0;0;0;1;2
21:45;Buikslotermeer;0;0;0;1;1;0;0;1;0;0;1;1;0;2;1;2;1;0;2;0;0;0;0;1
22:00;Buikslotermeer;0;1;0;1;2;0;0;2;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;2
22:15;Buikslotermeer;1;0;0;3;2;1;0;2;0;0;1;1;1;1;0;1;1;0;1;0;1;0;1;1
22:30;Buikslotermeer;0;1;0;1;1;0;0;1;0;0;1;1;0;1;1;1;1;0;1;1;0;0;0;1
22:45;Buikslotermeer;1;0;0;2;0;1;0;1;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;1
23:00;Buikslotermeer;0;0;0;1;1;0;0;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;1
23:15;Buikslotermeer;1;0;0;1;1;0;1;0;0;0;1;1;1;0;1;0;1;0;1;1;0;0;0;0
23:30;Buikslotermeer;0;1;0;1;1;0;0;1;0;0;0;0;1;1;1;1;1;0;0;1;0;0;0;1
23:45;Buikslotermeer;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1
0:00;Centraal;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
0:15;Centraal;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
0:30;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0:45;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1:00;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1:15;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1:30;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1:45;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:00;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:15;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:30;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:45;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:00;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:15;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:30;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:45;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:00;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:15;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:30;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:45;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5:00;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5:15;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5:30;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5:45;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6:00;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6:15;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6:30;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6:45;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7:00;Centraal;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0
7:15;Centraal;1;0;0;2;2;1;0;0;0;0;2;0;1;1;1;0;2;0;2;1;0;0;0;1
7:30;Centraal;3;1;0;6;2;2;2;0;2;0;3;2;0;1;0;2;1;1;0;2;0;1;1;2
7:45;Centraal;1;3;1;5;4;2;1;5;3;0;3;0;5;2;0;3;8;0;4;2;1;0;1;6
8:00;Centraal;1;1;0;1;1;1;0;5;0;1;5;1;1;3;2;6;3;1;4;3;1;2;1;3
8:15;Centraal;2;1;1;2;6;3;2;6;0;0;4;3;1;4;5;4;2;1;1;1;1;1;1;3
8:30;Centraal;0;1;1;7;6;3;2;6;2;1;5;3;1;7;3;3;0;1;1;1;2;2;2;1
8:45;Centraal;4;2;1;2;7;3;3;6;2;1;6;1;4;3;5;1;4;1;7;4;2;2;1;2
9:00;Centraal;5;1;1;7;5;0;1;5;2;0;4;1;4;3;4;5;2;0;3;4;1;0;2;7
9:15;Centraal;3;2;1;5;5;2;1;2;1;1;1;3;1;3;2;3;3;0;4;1;1;0;1;2
9:30;Centraal;0;1;1;4;1;1;0;2;1;0;0;1;2;4;2;0;2;0;4;2;0;0;0;1
9:45;Centraal;0;0;0;3;2;1;1;3;1;0;2;1;1;3;1;1;0;0;1;0;1;1;1;2
10:00;Centraal;1;1;0;1;0;0;0;0;0;0;2;1;1;0;0;1;1;0;1;1;0;0;0;1
10:15;Centraal;0;0;0;3;1;1;1;1;0;0;1;1;1;1;0;1;1;0;2;1;1;0;0;0
10:30;Centraal;1;1;0;3;2;0;1;1;0;0;0;1;0;1;0;1;1;0;1;2;0;0;1;1
10:45;Centraal;1;1;0;2;2;1;0;2;0;0;1;1;0;1;1;0;1;0;1;1;0;0;0;1
11:00;Centraal;1;1;0;2;1;0;0;1;0;0;0;1;2;0;0;1;0;0;1;1;1;1;0;1
11:15;Centraal;1;0;0;0;0;1;0;2;0;0;1;1;1;2;1;1;0;0;0;1;0;0;0;1
11:30;Centraal;0;0;0;1;1;1;0;0;0;0;2;1;1;1;0;2;1;0;1;1;0;0;1;1
11:45;Centraal;1;1;0;2;1;1;0;2;1;0;0;1;0;1;0;2;0;0;1;2;0;0;0;2
12:00;Centraal;0;0;0;0;1;1;1;1;0;0;1;0;1;1;1;0;2;0;2;1;0;1;1;2
12:15;Centraal;1;1;0;1;3;2;1;3;1;0;1;0;1;1;2;2;1;0;2;1;0;1;0;3
12:30;Centraal;1;0;0;0;2;0;1;2;1;0;3;2;2;1;1;1;3;0;3;0;1;1;0;2
12:45;Centraal;1;0;0;1;2;1;1;2;0;0;2;2;2;2;2;1;3;0;2;2;1;1;0;2
13:00;Centraal;1;2;0;0;1;2;1;2;0;0;1;1;1;0;2;2;2;0;1;0;1;0;0;2
13:15;Centraal;0;0;0;1;2;0;0;1;0;0;2;1;0;0;2;0;2;0;0;1;0;1;0;2
13:30;Centraal;0;1;0;2;2;0;0;1;0;0;2;1;1;2;1;1;2;0;0;1;1;0;0;1
13:45;Centraal;0;1;0;1;1;0;1;2;1;0;2;1;0;1;1;1;1;0;0;0;0;0;0;1
14:00;Centraal;0;1;0;2;2;0;0;2;0;0;1;1;1;2;0;1;1;0;2;2;1;0;0;0
14:15;Centraal;1;0;0;2;0;1;1;1;0;0;2;1;0;1;1;1;2;0;1;0;0;0;0;2
14:30;Centraal;1;1;0;3;1;1;1;1;0;0;2;1;1;2;0;1;1;0;2;1;0;0;1;1
14:45;Centraal;0;0;0;0;1;1;1;1;0;0;1;1;1;2;1;0;1;0;1;1;0;0;0;1
15:00;Centraal;1;0;0;2;0;1;1;2;0;0;2;1;1;1;0;0;0;0;1;2;0;1;0;1
15:15;Centraal;0;1;0;1;2;0;1;2;0;0;1;0;1;0;1;1;0;0;0;2;0;0;0;2
15:30;Centraal;0;1;0;0;1;0;1;2;1;0;1;1;0;2;1;1;0;0;1;1;0;0;0;2
15:45;Centraal;1;1;0;0;1;0;0;1;1;0;0;0;1;0;1;1;1;0;2;1;0;1;0;0
16:00;Centraal;1;2;0;4;3;0;0;0;1;0;3;1;4;2;4;1;1;0;5;0;1;1;0;0
16:15;Centraal;3;2;0;7;6;3;2;6;2;1;5;1;1;3;0;3;6;0;5;0;2;1;2;2
16:30;Centraal;0;2;0;3;2;1;0;3;1;0;3;0;4;4;5;4;3;1;4;6;1;2;1;1
16:45;Centraal;3;0;0;5;3;3;2;1;1;1;1;3;2;5;5;3;0;1;5;1;1;0;1;5
17:00;Centraal;5;1;0;9;2;2;2;4;2;1;5;3;3;7;1;1;2;0;1;2;1;1;1;5
17:15;Centraal;2;1;1;3;1;2;2;3;0;1;5;4;4;0;2;3;4;0;7;7;1;2;1;2
17:30;Centraal;4;2;0;9;6;1;1;1;1;1;5;2;0;4;2;1;6;1;6;3;0;0;2;4
17:45;Centraal;1;2;0;7;7;1;3;1;2;1;1;2;3;6;0;6;6;1;4;6;1;2;1;0
18:00;Centraal;3;0;1;7;7;4;0;3;1;0;5;0;0;5;0;6;3;0;4;3;0;2;1;7
18:15;Centraal;3;3;1;3;2;1;2;3;2;0;4;3;5;4;1;4;4;1;6;5;0;1;1;0
18:30;Centraal;2;0;0;0;3;0;1;5;0;1;0;2;3;1;2;0;4;0;4;0;1;0;0;4
18:45;Centraal;2;0;0;5;3;3;1;3;0;0;3;0;0;1;3;0;4;0;3;3;1;1;0;1
19:00;Centraal;0;1;0;1;3;0;0;2;1;0;3;2;1;1;2;2;0;0;2;0;1;0;0;3
19:15;Centraal;0;0;0;2;1;1;1;1;0;0;1;1;2;0;1;0;1;0;0;1;0;0;0;2
19:30;Centraal;0;0;0;0;1;1;1;1;0;0;0;1;1;1;0;0;1;0;2;0;0;0;0;2
19:45;Centraal;0;1;0;1;1;1;1;1;0;0;1;1;1;2;0;1;1;0;1;2;1;0;1;0
20:00;Centraal;1;1;0;1;1;1;0;1;0;0;1;0;1;0;1;1;2;0;1;0;0;0;0;1
20:15;Centraal;1;1;0;2;1;1;0;2;1;0;1;0;0;0;1;1;1;0;1;0;0;0;0;2
20:30;Centraal;1;0;0;2;2;1;0;1;0;0;1;1;1;1;1;1;1;0;1;1;0;0;0;1
20:45;Centraal;1;1;0;2;1;0;0;1;0;0;0;0;0;1;1;0;1;0;1;2;0;0;0;1
21:00;Centraal;1;0;0;1;0;1;0;1;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0;1
21:15;Centraal;1;0;0;2;0;1;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0;0;1
21:30;Centraal;1;0;0;0;0;1;0;1;0;0;1;1;0;1;0;1;1;0;1;1;0;0;0;1
21:45;Centraal;1;1;0;1;2;1;1;1;0;0;1;0;1;2;1;1;0;0;1;0;1;1;0;2
22:00;Centraal;1;1;0;2;1;0;1;1;0;0;1;0;1;1;1;0;0;0;1;0;1;1;0;1
22:15;Centraal;0;0;0;2;2;1;1;0;0;0;1;1;1;1;1;1;1;0;1;2;0;1;0;0
22:30;Centraal;1;1;0;1;1;1;0;1;0;0;1;0;1;1;1;1;1;0;1;0;0;0;0;0
22:45;Centraal;1;0;0;2;0;0;1;0;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0
23:00;Centraal;1;0;0;0;1;1;1;1;0;0;1;1;0;1;1;1;1;0;1;0;0;0;0;1
23:15;Centraal;0;0;0;0;1;1;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1
23:30;Centraal;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0
23:45;Centraal;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1
0:00;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0:15;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
0:30;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0:45;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1:00;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1:15;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1:30;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1:45;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:00;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:15;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:30;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:45;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:00;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:15;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:30;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:45;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:00;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:15;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:30;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:45;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5:00;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5:15;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5:30;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5:45;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6:00;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6:15;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6:30;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6:45;Dam;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
7:00;Dam;0;0;0;1;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0
7:15;Dam;0;1;0;2;1;1;0;2;0;0;0;1;1;1;0;0;0;0;1;1;0;0;1;2
7:30;Dam;1;1;0;2;2;0;1;2;1;1;1;2;4;3;1;3;0;0;4;2;1;1;1;4
7:45;Dam;3;2;0;8;1;4;4;2;2;1;8;1;5;4;0;4;0;0;7;8;1;2;1;3
8:00;Dam;2;2;1;3;5;1;3;1;2;0;2;3;0;3;2;1;6;1;5;3;2;1;1;0
8:15;Dam;3;1;1;2;2;4;0;5;1;0;6;1;5;3;1;4;0;0;1;2;2;2;1;1
8:30;Dam;4;2;0;6;6;3;2;6;1;0;1;1;2;6;2;1;6;1;3;5;1;1;1;5
8:45;Dam;4;4;0;9;6;5;2;7;2;1;0;4;1;4;0;3;7;1;2;0;1;2;1;1
9:00;Dam;5;1;1;4;4;5;1;4;0;1;3;2;6;6;6;6;8;1;0;8;1;2;1;2
9:15;Dam;2;1;0;1;1;3;2;0;0;0;1;0;0;3;2;3;4;1;3;1;1;1;2;1
9:30;Dam;0;1;0;2;1;1;1;0;1;0;4;0;1;2;0;3;4;0;1;2;0;1;1;1
9:45;Dam;0;0;0;2;0;1;1;1;1;0;1;1;1;3;2;0;2;0;2;3;1;1;0;1
10:00;Dam;1;1;0;3;1;0;0;1;0;0;0;1;0;1;1;0;0;0;1;1;0;0;1;0
10:15;Dam;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1
10:30;Dam;1;0;0;1;2;1;1;1;0;0;1;0;0;0;1;1;0;0;1;2;0;0;0;1
10:45;Dam;1;1;0;2;1;0;0;2;0;0;0;0;1;2;2;1;1;0;1;1;1;0;0;2
11:00;Dam;1;1;0;2;0;1;0;1;1;0;0;0;0;1;1;0;2;0;1;1;0;0;0;0
11:15;Dam;0;1;0;1;1;0;1;0;0;0;1;1;0;1;1;1;0;0;1;2;0;0;0;1
11:30;Dam;0;0;0;1;0;1;1;0;0;0;0;1;1;2;2;0;0;0;0;0;1;0;1;2
11:45;Dam;0;0;0;2;1;0;0;1;0;0;0;1;1;1;0;1;2;0;1;1;0;1;0;0
12:00;Dam;0;1;0;0;0;2;0;1;0;0;2;1;1;0;1;0;1;0;2;0;0;0;0;1
12:15;Dam;0;0;0;4;2;1;1;1;1;0;0;2;3;1;1;2;1;0;0;2;0;1;0;1
12:30;Dam;2;1;0;1;1;1;1;2;1;0;1;2;1;2;1;2;0;0;1;1;0;0;1;2
12:45;Dam;1;0;0;0;3;0;0;2;0;0;0;2;1;1;1;2;2;0;2;3;0;1;1;2
13:00;Dam;1;1;0;1;2;2;1;1;1;0;1;1;0;3;2;2;2;0;2;3;1;0;0;1
13:15;Dam;1;1;0;2;2;1;0;1;0;0;1;0;1;1;2;2;0;0;2;0;0;1;0;0
13:30;Dam;1;0;0;1;0;0;1;1;0;0;1;0;1;1;1;1;1;0;1;0;0;0;0;0
13:45;Dam;1;1;0;0;1;1;1;1;1;0;1;0;0;1;0;1;1;0;0;2;0;0;0;2
14:00;Dam;0;0;0;0;1;1;0;0;1;0;1;0;0;1;0;1;0;0;0;2;1;0;0;1
14:15;Dam;0;0;0;1;1;0;0;1;0;0;1;1;0;2;1;0;1;0;0;0;0;0;0;2
14:30;Dam;1;0;0;3;1;1;0;1;0;0;2;1;1;1;2;0;1;0;1;1;0;0;1;2
14:45;Dam;1;1;0;2;2;1;0;1;1;0;0;1;0;1;0;0;2;0;0;2;0;0;0;0
15:00;Dam;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;2;1;0;1;1;0;0;0;1
15:15;Dam;1;0;0;1;1;0;1;0;0;0;1;1;0;2;1;0;0;0;1;1;0;0;0;1
15:30;Dam;0;1;0;1;1;0;1;1;0;0;1;0;1;0;0;1;2;0;2;1;0;1;0;1
15:45;Dam;0;1;0;1;2;0;0;2;1;0;1;0;1;2;1;0;2;0;2;1;0;0;0;1
16:00;Dam;1;0;1;3;5;3;1;0;0;1;5;2;1;4;3;2;0;1;1;0;1;1;0;3
16:15;Dam;2;3;0;4;6;3;3;2;2;1;4;2;0;0;2;4;2;0;1;6;0;1;1;3
16:30;Dam;0;2;1;2;5;1;0;0;1;0;5;0;1;2;5;3;2;0;1;4;0;1;0;5
16:45;Dam;3;2;0;2;4;0;1;1;1;1;0;4;4;2;1;3;4;1;4;2;2;0;1;3
17:00;Dam;4;0;1;1;3;4;2;6;1;1;1;3;4;4;3;3;6;1;6;3;2;1;1;1
17:15;Dam;3;2;0;8;5;3;2;4;2;0;6;2;4;3;5;1;0;1;4;1;1;1;0;1
17:30;Dam;3;0;0;8;6;1;0;1;0;1;5;0;3;7;0;1;1;0;2;5;0;1;0;3
17:45;Dam;1;3;0;6;1;2;3;6;1;0;0;0;3;0;5;3;2;1;6;1;1;2;2;2
18:00;Dam;0;4;1;6;2;3;2;2;1;1;3;1;2;5;3;1;0;0;0;2;1;1;1;3
18:15;Dam;2;3;1;8;3;3;2;3;0;1;2;0;6;2;6;2;7;1;4;3;1;2;1;4
18:30;Dam;0;2;0;0;1;3;2;2;1;1;4;3;1;4;1;1;1;0;4;2;1;1;1;1
18:45;Dam;2;1;0;0;1;1;0;3;1;0;2;2;3;3;2;1;3;0;0;4;1;0;1;4
19:00;Dam;2;1;1;4;2;2;1;0;0;0;3;1;2;1;1;2;0;0;1;3;1;1;0;1
19:15;Dam;1;1;0;1;1;1;1;1;1;0;0;1;1;2;1;1;1;0;0;1;0;1;0;2
19:30;Dam;1;0;0;1;1;1;1;1;0;0;0;1;1;2;1;1;1;0;0;2;0;0;0;0
19:45;Dam;1;1;0;2;1;0;0;1;0;0;2;1;2;1;1;1;1;0;1;1;0;0;0;1
20:00;Dam;1;0;0;2;1;1;1;0;0;0;1;1;1;2;0;1;0;0;2;0;1;0;0;1
20:15;Dam;1;1;0;2;2;1;1;2;1;0;2;1;1;1;1;0;1;0;2;0;0;0;1;0
20:30;Dam;0;1;0;0;1;0;1;1;0;0;1;1;1;1;1;1;0;0;1;1;0;0;0;1
20:45;Dam;0;0;0;2;0;0;1;1;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;1
21:00;Dam;0;1;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;0;1;1;0;0;0;0
21:15;Dam;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;0;2;1;0;0;0;0
21:30;Dam;1;0;0;0;0;1;0;1;0;0;0;1;1;1;1;1;1;0;1;2;0;0;0;1
21:45;Dam;1;0;0;1;1;1;0;2;0;0;0;0;1;2;1;0;0;0;2;1;1;0;0;2
